,favorite_count,full_text,hashtags,retweet_count,year,party_id
234928,1810,"b'We need to do tax reform in 2017 so Americans can get good-paying jobs, and we can get our economic growth rate up. #ConfidentAmerica https://t.co/om5l7CjFDJ'",ConfidentAmerica,328,2017.0,R
70878,196,"b'Boeing employees joked about the flaws with the #737MAX, which they said was \xe2\x80\x9cdesigned by clowns,\xe2\x80\x9d and knowingly deceived regulators to get the dangerous aircraft approved. 346 people died in #Boeing737Max crashes. These documents are damning. There must be accountability. https://t.co/TzsHFzv837'",737MAX Boeing737Max,91,2020.0,D
43812,7,"b'.@micnews reports - #pets offer comfort &amp; hope, and they play a role in addressing homelessness, isolation, &amp; abuse. http://t.co/AeKtuz2fBR'",pets,5,2015.0,D
109303,2,b'Great chat today w/ @GATransport about urgent need for a long-term #transportation funding bill. #Congress @GAChamber http://t.co/RRIZYangJ8',transportation Congress,4,2015.0,D
125441,0,"b'Honored to have as my 2016 #SOTU guest Christine Beth DeGuisto-Lemm of W. Harrison, widow of fallen hero Joseph Lemm https://t.co/ULlCJYCEVq'",SOTU,0,2016.0,D
375774,1,b'We shouldn\xe2\x80\x99t be turning school kids away from visiting #NationaParks but #GOPShutdown is keeping them out',NationaParks GOPShutdown,6,2013.0,D
496575,4,"b""Seen a lot of misinformation on #AHCA lately. You've got questions. Get the real answers: https://t.co/qamcnYLV6m""",AHCA,3,2017.0,R
394476,8,"b'I hope to talk with you on Friday, March 27th during my #Coronavirus Telephone Town Hall. Dial-in: 866-757-0608 Pin: 17434\nhttps://t.co/ytfz2TAc95 https://t.co/KQKsKxfoez'",Coronavirus,6,2020.0,D
200990,175,"b'October is #NationalAppleMonth, and New York is the second-largest apple producing state in the U.S. #NY21 is home to a number of fantastic apple orchards, and family apple picking is certainly a favorite activity this time of year! Thank you to all of our apple producers! \xf0\x9f\x8d\x8e\xf0\x9f\x8d\x8f'",NationalAppleMonth NY21,17,,R
516936,22,"b'Dreamers contribute enormously to our communities and economy, and they are vital to our future. The Supreme Court made the right decision today. We must continue to ensure that #HomeIsHere for #DACA recipients. https://t.co/UI9QVJ802g'",HomeIsHere DACA,8,2020.0,D
562352,36,"b""Next week I'm having Sgt. #Tahmooressi's mother Jill &amp; @Montel_Williams testify on the #MarineHeldInMexico: http://t.co/kqu0fLeCz3""",Tahmooressi MarineHeldInMexico,63,2014.0,R
171550,0,"b""RT @RepCasten: #ICYMI: I was happy to join my colleague @RepUnderwood to hear the priorities of #IL06 and #IL14 at Sunday's town hall in Cr\xe2\x80\xa6""",ICYMI IL06 IL14,23,2019.0,D
18569,2,b'Thanks to @GOPoversight-@OversightDems for scheduling hearing on #EpiPen price after I asked. Look forward to getting answers on Wednesday.',EpiPen,1,2016.0,D
252708,24,"b""Watch my speech from last Friday that @Captsully shared. In the speech I explain why we shouldn't privatize ATC #NoPrivatizedATC https://t.co/FcFgB8nE6Q""",NoPrivatizedATC,16,2017.0,R
279819,104,b'The Democratic majority in the House is holding substantive hearings on #ClimateChange for the first time in years\xe2\x80\x94starting with a panel of all women to discuss ocean health. #WhenWomenLead https://t.co/QP8Qnn6BBK',ClimateChange WhenWomenLead,31,2019.0,D
223435,10,"b'Jorge, Jose Luis, Alirio Jose, Gustavo, Jose and Tomeu have not held their loved ones in 852 days. This ordeal has gone on far too long. The #Citgo6 must be reunited with their families on US soil! #NeverGiveUp https://t.co/vEzKAxbakC'",Citgo6 NeverGiveUp,7,2020.0,R
384311,4,b'Big news: The President has signed the #Veterans Appeals Improvement and Modernization Act into law! https://t.co/h6QQ8KNhUo',Veterans,2,2017.0,R
218636,10,"b'#ICYMI: I shared some of my legislative priorities for 2018 with @WEVV, including a focus on job growth and improved infrastructure for Hoosiers. https://t.co/CCDXsFcAum https://t.co/16rLB0n53h'",ICYMI,6,2018.0,R
410032,20,"b'The answer is clear, if we are going to successfully combat the #ClimateCrisis and reduce carbon emissions, we need to dedicate the resources to increase our grid\xe2\x80\x99s storage capabilities.'",ClimateCrisis,4,2020.0,D
258355,0,"b""TOMORROW is your last chance to vote for the #CAC2017 People's Choice Award! #AR3 https://t.co/x1T3h6WfCe https://t.co/aATKPumoqN""",CAC2017 AR3,0,2017.0,R
200070,202,b'Day 1 of the Democrats\xe2\x80\x99 sham #ImpeachmentHearings are over. Here are the facts \xf0\x9f\x91\x87 https://t.co/KaTs76H0vv',ImpeachmentHearings,107,2019.0,R
452422,2,b'Campaign Trail: Monday in Fort Madison @teambraley #electionday http://t.co/un2G4xZGg4 http://t.co/3kanu3feKK',electionday,0,2014.0,D
216254,6,"b'Bring out your mitts #CA44! I will be hosting another Play Catch With Your Congresswoman this Sunday, April 22nd from 4pm-5pm at Wilson Park in #Compton. There will be light snacks and refreshments for participants. For more information, call our office at 310-831-1799. https://t.co/bjo9lkG7TD'",CA44 Compton,5,2018.0,D
474969,35,b'@Biyootz Then the 116th Congress begins on that same day and I\xe2\x80\x99ll be sworn in for a new term.\n#sassywithmassie',sassywithmassie,6,2018.0,R
236483,4,b'None of these readiness provisions are arbitrary. Specifically targeted to stop and begin to reverse the decline in #Readiness #FY18NDAA',Readiness FY18NDAA,1,2017.0,R
444398,3,b'We remember those lost or wounded in the #PearlHarbor attack 75 years ago &amp; those who served in #WWII to protect our freedoms #IA03 https://t.co/ZCrzbep7xg',PearlHarbor WWII IA03,1,2016.0,R
480289,1,b'Looking forward to hearing @cathymcmorris deliver the GOP response following the #SOTU. Meet her here: http://t.co/9WLsyXpHR0.',SOTU,1,2014.0,R
242916,0,"b'At Noon today, I will join my #Ohio colleagues to extend our best to departing members when the 113th Congress adjourns http://t.co/COlCaE1q'",Ohio,0,2012.0,R
381379,9,"b'As we celebrate 50 years of #EarthDay, we should reflect on the progress we\xe2\x80\x99ve made and the opportunities to use innovative technology to reduce our carbon footprint. We must be vigilant to ensure we don\xe2\x80\x99t backslide on all this progress by rolling back protections. 1/3 https://t.co/xvLeAPyBr2'",EarthDay,3,2020.0,D
228212,16,b'#Obamacare overstretched Medicaid. #AHCA will refocus Medicaid to better serve those most in need. https://t.co/0qXBUDAwLb https://t.co/AQTPqjFcOG',Obamacare AHCA,4,2017.0,R
94467,2,"b'Today, @GovRichardson and other distinguished witnesses previewed the upcoming #TrumpKimSummit before the House Foreign Affairs Subcommittee on Asia. Click here to see the full hearing: https://t.co/zbvn9AaX0G'",TrumpKimSummit,1,2019.0,D
431193,34,"b"".@MarcoRubio's got a point \xe2\x80\x93 The #GOPTaxScam is built on a false premise and has done NOTHING to help workers. But, we knew this from the beginning. It\xe2\x80\x99s great that Republicans want to come clean, but the time for courage passed when the votes were cast.\nhttps://t.co/rjtEooZiIa""",GOPTaxScam,13,2018.0,D
111443,1,"b""LIVE NOW: You can still tune in to @SenRonJohnson's #schoolchoice field hearing. Watch here: http://t.co/SAEUc4eOiH http://t.co/3VQRqDHkHQ""",schoolchoice,3,2015.0,R
257829,93,"b'In case you missed #NoBrakesOnTaxBreaks coverage on @CrossroadsToday, watch it here. https://t.co/GUuqDCRSEV'",NoBrakesOnTaxBreaks,43,2018.0,R
85698,0,b'Another great #TN03 Tele Town Hall tonight. Great questions and I enjoyed talking with everyone. #tcot #tn',TN03 tcot tn,1,2011.0,R
412855,2,"b""Murfreesboro Blue Raiders Men's basketball team ranked for the first time in school history @MTAthletics #TN04 https://t.co/qPfGC9c6Nm""",TN04,1,2017.0,R
532732,3,"b'@BarackObama speaking: compares #Mandela to Lincoln and Ghandi.  ""His freedom led to your freedom"" http://t.co/JiPZsLB25R'",Mandela,4,2013.0,R
449077,35,"b'It is estimated that more than 50,000 Americans will be diagnosed with pancreatic cancer this year, and just 9% of them will survive longer than 5 years.\n\nPlease join me in wearing purple today to support all of those impacted by pancreatic cancer. #WorldPancreaticCancerDay #WPCD https://t.co/hjVQfRx6Ql'",WorldPancreaticCancerDay WPCD,13,2019.0,R
499044,0,b'It was wonderful to participate in the #SOTN town hall today on #privacy in Palo Alto. What a great conversation! http://t.co/LdUD3SCk',SOTN privacy,4,2011.0,D
185898,49,"b'Hey there, South Florida! Today is #WorldAIDSDay &amp; @Walgreens is offering free testing &amp; screening. Know your status, #GetTested'",WorldAIDSDay GetTested,19,2017.0,D
68395,29,"b'TEXAS LAW SUPERCEDED BY #HouseDemocrats\n\n#SpeakerPelosi pushed thru PRO Act - bans right-to-work laws in states like Texas, forces workers to join unions/pay dues/turn over personal info.  \n\nProud all #TexasGOP &amp; Tx Dem Henry Cuellar fought for TX  &amp; worker rights. \n\n#Right2Work https://t.co/OWSSkWQK2n'",HouseDemocrats SpeakerPelosi TexasGOP Right2Work,11,2020.0,R
323494,3,"b'""The LSC Opioid Task Force strongly encourages LSC to embrace a leadership role in promoting civil legal aid as a critical component of the nation\xe2\x80\x99s response to the #opioidepidemic."" Learn more &amp; read the full report &gt;&gt; https://t.co/CMjpYIJnhL'",opioidepidemic,2,2019.0,R
25599,78,"b'If you guessed that the President\xe2\x80\x99s first two tweets on #MLKDay would not be about Dr. Martin Luther King Jr., you were correct. https://t.co/dkqFWfohlz'",MLKDay,25,2020.0,D
379373,40,"b'#COVID19 is an incredibly contagious virus that has killed over 205,000 Americans. \n \nIf you don\xe2\x80\x99t have the best health care in the world, as the President does, you should be very careful and take precautions when leaving your house like wearing a mask and social distancing. https://t.co/ujiH7a1Wq7'",COVID19,11,,D
117848,1,b'Something to celebrate this #SmallBizWeek2016! https://t.co/6efDJX1qfH',SmallBizWeek2016,4,2016.0,R
94347,6,b'(2/3) My casework team in #CA34 reached out to USCIS and submitted an expedited request for Shamir\xe2\x80\x99s work permit.\n\nHe received his work permit one month later and is ready to work!\n\nI\xe2\x80\x99m also very happy to report that Tug is happy and healthy! https://t.co/LNMhdxSyM7',CA34,1,2019.0,D
584455,0,b'A big thank you to all the panelists who helped w/ my office\xe2\x80\x99s #military academy nominations this weekend! http://t.co/TEFXaiAl',military,0,2012.0,D
149987,6,"b'With children experiencing poverty at rates higher than adults, our kids stand to lose the most if the #RedefiningPoverty proposal is enacted. \n\nMillions would be at risk of losing access to programs that support healthy child development. #ProtectKids https://t.co/0Iq0TBQ901 https://t.co/ufBVXul0dE'",RedefiningPoverty ProtectKids,4,2020.0,D
309709,0,"b""Failure to pass budget and spending bills on time = shutdown cliff.  Let's get back to work on approps and stop #GOPshutdown games""",GOPshutdown,6,2013.0,D
492604,2,"b'The Central Everglades Planning Project #CEPP, a part of #WRDA, is essential to reducing #algae in #SouthFlorida. \nhttps://t.co/R9klGyPDtz'",CEPP WRDA algae SouthFlorida,2,2016.0,R
95908,607,"b'We need to #ProtectDreamers, who have only known America as their home, are working hard, going to school and serving in our military. There is bipartisan agreement do right by #Dreamers so let\xe2\x80\x99s work together and get it done.'",ProtectDreamers Dreamers,204,2018.0,D
67233,34,"b'Compelling argument on WTO by @LiamFox consistent with my Senate Resolution. \n\nThe WTO has historically been among the world\xe2\x80\x99s most important international organizations, but right now it is in dire need of reform. #jobs\nhttps://t.co/FAfJm4J8jx'",jobs,15,,R
572379,87,b'Tune in to #WashingtonWatch today at 4:05PM CENTRAL. Will talk to Tony Perkins re: social media censorship and more. Listen in here: https://t.co/zRscLTkMei',WashingtonWatch,24,2020.0,R
179939,1,b'Just had a great conversation with not-for-profits in the #PBC community to discuss how they have been impacted be #coronavirus &amp; make sure they have the resources they need to continue their important work. https://t.co/AZyBCf0IqV',PBC coronavirus,1,2020.0,D
209226,11,b'I join Muslims + others around the world in mourning the loss of 49 innocent lives in New Zealand. The #NewZealandShooting was a heinous and senseless act of terrorism against the Muslim community. We must all condemn and stand against any and all forms of hatred.',NewZealandShooting,4,2019.0,D
579164,1,"b""The #FDIC Chairman didn't even know if they had an employee handbook.. Watch our @HouseScience hearing: https://t.co/B3r9ZEdYXB""",FDIC,2,2016.0,R
279786,14,b'The best part about #TulipTime is being able to enjoy it with my family. #PureMichigan #Blessed https://t.co/iuPMs4YdCn',TulipTime PureMichigan Blessed,4,2016.0,R
75759,41,"b'I voted today to put money into research for coronavirus vaccines and treatments. Also, this package will help ensure our local health agencies have the resources they need to handle a response. I am proud the House is stepping up to properly address this national response. #IA01 https://t.co/55EiEvnvZP'",IA01,6,2020.0,D
495006,13,"b""I'm pushing for a tax credit to help #COVID19 frontline workers with housing, meals, child care, &amp; more. We ask so much of these heroes, and this is one small way to look out for them.\nhttps://t.co/1B3kHdYwqb""",COVID19,3,2020.0,D
352146,6,"b'To all those who have ever worn the uniform in defense of our great nation, Happy #ArmedServicesDay &amp; thank you for your service.'",ArmedServicesDay,5,2015.0,R
519958,6,"b""Here's how we're doing so far this year working w/ federal agencies on behalf of #NY27. If you're in need of assistance, we're here to help. https://t.co/WqQhGwhXZC""",NY27,2,2017.0,R
347010,478,"b""This shutdown will end when @realDonaldTrump decides he actually wants to be @POTUS  It will end when he decides to be the negotiator-in-chief, not the reality-star-in-chief. It's about leadership #TrumpShutdown https://t.co/8F2w3odcW8""",TrumpShutdown,234,2018.0,D
321774,6,"b'Recognizing the critical need to help small businesses survive the financial hardships caused by the coronavirus, Congress has provided significant funding for the #PaycheckProtectionProgram. READ my latest column about how its helping Arkansas #smallbiz.\n\nhttps://t.co/V8r6w8K9vM'",PaycheckProtectionProgram smallbiz,4,2020.0,R
232732,0,"b""RT @CommonCause: Don't let #COVID19 stop you from #voting or being counted in the #2020Census. Join the conversation with Congressman @RepS\xe2\x80\xa6""",COVID19 voting 2020Census,15,2020.0,D
264491,12,"b'In honor of National Park Week, all nat parks will waive entrance fees this weekend. Get out and #FindYourPark. I recommend @HarrySTrumanNPS'",FindYourPark,4,2017.0,D
534589,83,b'Shark finning is a cruel practice that has contributed to the decline of #shark populations around the world. It must be stopped. \xf0\x9f\xa6\x88 #FinBanNow https://t.co/idgIlFYO3a',shark FinBanNow,23,2019.0,D
